Taxon	UniProt proteome ID	NCBI taxon ID	Total sequences in proteome
Aliiroseovarius crassostreae	UP000050471	154981	3465
Clostridium sp. CAG:470	UP000018084	1262812	1535
Tenacibaculum sp. Bg11-29	UP000233844	2058306	3926
Porphyromonas levii	UP000297225	28114	1990
Treponema succinifaciens DSM 2489	UP000006852	869209	2561
Lutimaribacter litoralis	UP000316030	1010611	4022
Sphingomonas jinjuensis	UP000529795	535907	3645
Piscinibacter aquaticus	UP000321832	392597	2624
Bombilactobacillus apium	UP000563523	2675299	1601
Microbacterium agarici	UP000221369	630514	3074
Candidatus Nitrospira inopinata	UP000066284	1715989	3371
Shewanella aestuarii	UP000502608	1028752	3605
Otariodibacter oris	UP000280099	1032623	1851
Desulfurivibrio alkaliphilus AHT 2	UP000001508	589865	2595
Vallicoccus soli	UP000265614	2339232	3658
Clostridium botulinum CFSAN002367	UP000015064	1302425	2475
SAR86 cluster bacterium SAR86A	UP000010305	1123866	1298
Magnetospirillum molischianum DSM 120	UP000004169	1150626	3771
Methylophilales bacterium MBRS-H7	UP000066549	1623450	1317
Pontibaca methylaminivorans	UP000192455	515897	2497
Rathayibacter toxicus	UP000052979	145458	1904
Altererythrobacter sp. JGD-16	UP000546031	2743979	2817
Nocardia nova SH22a	UP000019150	1415166	7577
Actinobacillus pleuropneumoniae serovar 5b str. L20	UP000001432	416269	2004
Candidatus Tenderia electrophaga	UP000055136	1748243	3329
TM7 phylum sp. oral taxon 348	UP000320363	671231	855
Sutcliffiella cohnii	UP000215224	33932	4687
Aliidiomarina haloalkalitolerans	UP000288212	859059	2391
Paenibacillus uliginis N3/975	UP000192940	1313296	5718
Novipirellula aureliae	UP000315471	2527966	5806
Sphingopyxis macrogoltabida	UP000058074	33050	4440
Klebsiella pneumoniae IS53	UP000019203	1432554	5308
Legionella antarctica	UP000502894	2708020	3144
Holdemanella biformis DSM 3989	UP000004315	518637	2528
Magnetococcus marinus MC-1	UP000002586	156889	3594
Colwellia sp. MT41	UP000065319	58049	3491
Flavobacterium pallidum	UP000244937	2172098	2931
Paenibacillus montanisoli	UP000249260	2081970	5567
Sphingopyxis sp. Root1497	UP000051141	1736474	4384
Pisciglobus halotolerans	UP000198668	745365	2245
Pseudoxanthomonas suwonensis	UP000033067	314722	3063
Anaeromyxobacter dehalogenans 2CP-C	UP000001935	290397	4345
Bacteroides fluxus YIT 12057	UP000003416	763034	3920
Gemmatimonas phototrophica	UP000076404	1379270	3388
Shewanella sp. SNU WT4	UP000316850	2590015	3378
Clostridium sp. CAG:302	UP000018278	1262793	1248
Mycolicibacterium sediminis	UP000467193	1286180	6031
Rhodocytophaga rosea	UP000480178	2704465	6909
Marinobacterium aestuarii	UP000078070	1821621	4388
Streptomyces shenzhenensis	UP000270471	943815	8654
Hydrogenophaga sp. T4	UP000019362	1437444	4866
Sphingobacteriales bacterium	UP000292830	2044944	2778
Mycoplasma falconis	UP000319776	92403	563
Tepidiphilus thermophilus	UP000182108	876478	2181
Psychromonas sp. CNPT3	UP000010320	314282	2578
Bieblia veldkampii DSM 11550	UP000241899	1185920	3115
Fimbriimonas ginsengisoli Gsoil 348	UP000027982	661478	4817
Erwinia tasmaniensis Et1/99	UP000001726	465817	3618
Desulfobulbus propionicus DSM 2032	UP000006365	577650	3259
Vagococcus silagei	UP000310506	2508885	2379
Nitritalea halalkaliphila LW7	UP000005551	1189621	3102
Ferrimonas marina	UP000184268	299255	4625
Acidithiobacillus ferrooxidans ATCC 23270	UP000001362	243159	3120
Lactococcus allomyrinae	UP000269374	2419773	2440
Natronincola ferrireducens	UP000198718	393762	2920
Stakelama pacifica	UP000295493	517720	3799
Pseudaestuariivita atlantica	UP000036938	1317121	3978
Ulvibacter antarcticus	UP000271339	442714	3363
Marinobacter sp. Z-D5-3	UP000243274	2137200	201
Listeria monocytogenes EGD-e	UP000000817	169963	2844
Pseudonocardia ammonioxydans	UP000199614	260086	6995
Clostridium grantii DSM 8605	UP000184447	1121316	4177
Diaphorobacter sp. HDW4B	UP000502343	2714925	5487
Tenacibaculum todarodis	UP000181898	1850252	2636
Smithella sp. D17	UP000035039	1538639	1343
Kribbella sp. VKM Ac-2541	UP000295573	2512217	7760
Limnohabitans sp. TS-CS-82	UP000238850	2094193	5751
bacterium B17	UP000195450	1932704	777
Sulfurimonas sp. UBA12504	UP000230230	2015903	2274
Bifidobacterium sp. DSM 109963	UP000553756	2705428	1461
Magnetospirillum gryphiswaldense MSR-1	UP000018922	431944	4155
Sphingobacteriales bacterium UPWRP_1	UP000240367	2116516	7781
Ammoniphilus sp. CFH 90114	UP000289396	2493665	5120
Streptomyces cinnamoneus	UP000222531	53446	5593
Prevotella aff. ruminicola Tc2-24	UP000199373	81582	2446
Paraburkholderia bryophila	UP000248918	420952	7089
Camelimonas lactis	UP000294881	659006	3613
Frankia alni ACN14a	UP000000657	326424	6677
Stenotrophomonas panacihumi	UP000051802	676599	3403
Pseudooceanicola batsensis HTCC2597	UP000004318	252305	4193
Formosa agariphila KMM 3901	UP000016160	1347342	3557
Nitratireductor sp. StC3	UP000240666	2126741	4621
bacterium HR29	UP000236522	2035424	2317
Prolixibacter denitrificans	UP000240621	1541063	3987
Clostridium bartlettii CAG:1329	UP000017980	1263063	2686
Peptostreptococcus sp. D1	UP000199190	72304	2116
Propionibacterium sp. oral taxon 192 str. F0372	UP000014567	1203605	2523
Sodalis sp. TME1	UP000181913	1912097	2289
Shimia aestuarii	UP000199144	254406	4052
Pedosphaera parvula Ellin514	UP000003688	320771	6492
Mycoplasma hyorhinis SK76	UP000009399	1118964	751
Paenibacillus sp. YN15	UP000251619	1742774	5879
Duganella sp. CF517	UP000198691	1881038	5879
Stappia albiluteola	UP000541109	2758565	3892
Stenotrophomonas tumulicola	UP000547058	1685415	3743
Weissella oryzae SG25	UP000030643	1329250	2217
Nocardioides sp. GY 10113	UP000304990	2569761	3866
Aureimonas sp. Leaf460	UP000051159	1736384	4794
Cytobacillus depressus	UP000481030	1602942	4971
Clostridium sp. C105KSO13	UP000198973	1776045	2977
Corynebacterium sp. sy039	UP000317518	2599641	1918
Microbacterium sp. Gd 4-13	UP000245623	2173179	3162
Serratia symbiotica	UP000042738	138074	2840
Klebsiella pneumoniae IS39	UP000019190	1432561	5313
Aliidiomarina taiwanensis	UP000286976	946228	2309
Amphritea opalescens	UP000283087	2490544	3573
Vibrio cholerae O1 biovar El Tor str. N16961	UP000000584	243277	3782
Nonomuraea wenchangensis	UP000199361	568860	9568
Streptomyces sp. WM4235	UP000037699	1415551	6275
Maribrevibacterium harenarium	UP000315901	2589817	3326
Rheinheimera sp. A13L	UP000004282	506534	3941
Desulfurella amilsii	UP000194141	1562698	2019
Hoeflea phototrophica DFL-43	UP000004291	411684	4185
Fervidicella metallireducens AeB	UP000019681	1403537	2800
Falsochrobactrum shanghaiense	UP000245865	2201899	3608
Ideonella dechloratans	UP000430120	36863	4151
Corynebacterium heidelbergense	UP000251577	2055947	1960
Ferrimonas sp. IMCC35002	UP000305675	2569539	4149
Nocardia cyriacigeorgica GUH-2	UP000008190	1127134	5473
Flavobacterium caeni	UP000199354	490189	3216
Chitinophaga lutea	UP000278351	2488634	5334
Candidatus Moduliflexus flocculans	UP000030700	1499966	5960
Jeotgalibaca sp. PTS2502	UP000187137	1903686	2116
Liquorilactobacillus cacaonum DSM 21116	UP000051131	1423729	1801
Actinomyces slackii	UP000276899	52774	2571
Alteraurantiacibacter buctensis	UP000466966	1503981	3592
Bacillus sp. FJAT-22058	UP000037205	1581037	4848
Ruminococcus albus SY3	UP000021369	1341156	3322
Ureaplasma diversum NCTC 246	UP000028537	1188241	666
Roseomonas wenyumeiae	UP000278036	2478470	5527
Streptosporangium sandarakinum	UP000576393	1260955	6849
Maribacter vaceletii	UP000269412	1206816	3317
Salipiger mucosus DSM 16094	UP000015347	1123237	5583
Streptomyces caatingaensis	UP000037288	1678637	5460
Lachnospiraceae bacterium	UP000191179	1898203	3259
Paenibacillus sp. 598K	UP000288287	1117987	6816
Ruminococcus flavefaciens	UP000183461	1265	2780
Streptomyces sp. cf386	UP000198720	1761904	9326
Chitinophaga jiangningensis	UP000184420	1419482	5782
Candidatus Contendobacter odensis Run_B_J11	UP000019184	1400861	4763
Paenibacillus psychroresistens	UP000426246	1778678	6938
Rhodoferax ferrireducens T118	UP000008332	338969	4401
Actinoplanes brasiliensis	UP000294901	52695	8372
Sphingomonas sp. Ant20	UP000033201	104605	3084
Tersicoccus phoenicis	UP000187085	554083	2865
Furfurilactobacillus siliginis	UP000051139	348151	1922
Deinococcus puniceus	UP000077363	1182568	2606
Thalassobaculum litoreum DSM 18839	UP000198615	1123362	4959
Vagococcus lutrae LBD1	UP000018126	1408226	1736
Rhodobacteraceae bacterium KLH11	UP000005135	467661	4229
Aliivibrio fischeri ES114	UP000000537	312309	3813
Parahaliea aestuarii	UP000321933	1852021	3815
Oceanicella actignis	UP000184066	1189325	3013
Lactococcus fujiensis JCM 16395	UP000218181	1291764	2024
Chlorobium sp.	UP000317986	1095	2365
Dorea sp. CAG:105	UP000017921	1262872	2158
Streptomyces sp. NRRL F-5122	UP000054048	1609098	8450
Sphingobium jiangsuense	UP000571950	870476	4670
Micromonospora craniellae	UP000262621	2294034	5663
Oscillospiraceae bacterium HV4-5-C5C	UP000526778	2721777	2363
Tenacibaculum soleae	UP000093186	447689	2722
Hydrogenivirga caldilitoris	UP000267841	246264	1885
Aeromicrobium sp. Root344	UP000051702	1736521	3738
Rhodococcus opacus B4	UP000002212	632772	8170
Vagococcus vulneris	UP000287857	1977869	2196
Amphiplicatus metriothermophilus	UP000198346	1519374	2934
Campylobacter mucosalis CCUG 21559	UP000503264	1032067	1843
Novosphingobium ginsenosidimutans	UP000321172	1176536	2985
Candidatus Finniella inopinata	UP000293550	1696036	1538
Luteimonas gilva	UP000308707	2572684	3308
Ramlibacter rhizophilus	UP000297564	1781167	4252
Acholeplasma oculi	UP000032434	35623	1468
Cellulomonas sp. SLBN-39	UP000315994	2768446	3709
Flammeovirga sp. MY04	UP000092715	1191459	5416
Anaerostipes sp. 992a	UP000187371	1261637	2529
Ruminococcus sp. CAG:403	UP000017925	1262958	1971
Olavius algarvensis spirochete endosymbiont	UP000271413	260710	2385
Devosia geojensis	UP000033632	443610	3992
Franconibacter pulveris	UP000037315	435910	4200
Caulobacter sp. B11	UP000242345	2048899	1996
Mycoplasma flocculare ATCC 27399	UP000031129	743971	553
Anaerocolumna chitinilytica	UP000515703	1727145	4951
Sulfuriferula nivalis	UP000463939	2675298	3134
Chitinivorax tropicus	UP000575898	714531	3955
Streptomyces echinatus	UP000585836	67293	8412
Mesorhizobium sp. WSM3876	UP000218091	422277	5672
Eggerthella sp. CAG:368	UP000018088	1262877	1381
Blastococcus sp. CCUG 61487	UP000305560	1840703	3688
Thalassobius mediterraneus	UP000051681	340021	3260
Carnobacterium iners	UP000193435	1073423	2071
Candidatus Arsenophonus lipoptenae	UP000069926	634113	625
Streptomyces sp. FXJ1.172	UP000077074	710705	7600
Caloramator fervidus	UP000242850	29344	1775
Anaeroplasma bactoclasticum	UP000266506	2088	1953
Streptomyces sp. SID625	UP000469395	2690321	9651
Flavobacterium psychrotolerans	UP000245449	2169410	2753
Mesotoga sp. SC_3PWM13N19	UP000248952	1487951	1662
Devosia sp. I507	UP000237704	2083786	3776
Bacteroides finegoldii CL09T03C10	UP000007995	997888	4159
Synergistes jonesii	UP000027665	2754	2481
Ahrensia sp. R2A130	UP000003904	744979	3622
Lachnospiraceae bacterium A4	UP000014118	397291	6440
Ruminococcus sp. CAG:382	UP000018166	1262957	1853
Segetibacter aerophilus	UP000321513	670293	4800
Mucilaginibacter auburnensis	UP000242687	1457233	3606
Candidatus Rhabdochlamydia sp. T3358	UP000335940	2099795	1685
Desulfuromonas acetexigens	UP000317155	38815	3347
Planctomyces sp. SH-PL62	UP000076365	1636152	5245
Rhodanobacter sp. FW510-R10	UP000076310	1524462	3386
Cycloclasticus sp. symbiont of Poecilosclerida sp. M	UP000193579	1840537	1993
Streptococcus cristatus	UP000033683	45634	1914
Humibacter sp. WJ7-1	UP000320216	2599293	3604
Leptolyngbya boryana NIES-2135	UP000217895	1973484	6678
Streptomyces sp. 3214.6	UP000190947	1882757	8041
Alkalibacterium sp. 20	UP000182750	1798803	2261
Colwellia sp. RSH04	UP000266369	2305464	3551
Corynebacterium lizhenjunii	UP000594681	2709394	2278
Oricola cellulosilytica	UP000291301	1429082	3475
Methylobacterium sp. Leaf93	UP000052062	1736249	4228
Streptomyces palmae	UP000297948	1701085	6120
Macrococcus bohemicus	UP000249579	1903056	2430
Lysobacter arseniciresistens ZS79	UP000029989	913325	2363
beta proteobacterium MWH-P2sevCIIIb	UP000238308	323426	2981
Holospora undulata HU1	UP000026922	1321371	1184
Candidatus Afipia apatlaquensis	UP000480266	2712852	6186
Oribacterium sp. KHPX15	UP000199483	1855342	3437
Spirosoma endophyticum	UP000198598	662367	7570
Acidiferrobacter thiooxydans	UP000094370	163359	2872
Streptomyces sp. PsTaAH-137	UP000249376	1305830	8133
Pedobacter heparinus DSM 2366	UP000000852	485917	4249
Paracoccus laeviglucosivorans	UP000319014	1197861	4217
Idiomarina sp. MD25a	UP000181743	1889913	2463
Oceanihabitans sp. IOP_32	UP000325630	2529032	2767
Brevundimonas sp. Root1279	UP000050923	1736443	3236
Methylophilales bacterium HTCC2181	UP000054262	383631	1336
Croceicoccus marinus	UP000195807	450378	3600
Thermoanaerobacterium sp. RBIITD	UP000218492	1550240	2986
Thalassotalea mangrovi	UP000307999	2572245	3157
Lachnoclostridium sp. An131	UP000199743	1965555	3214
Dehalogenimonas lykanthroporepellens BL-DC-9	UP000002349	552811	1619
Rubripirellula tenax	UP000318288	2528015	6268
Clostridium bornimense	UP000019426	1216932	3269
TM7 phylum sp. oral taxon 352	UP000319173	713054	703
Candidatus Puniceispirillum marinum IMCC1322	UP000007460	488538	2545
Calidifontibacter indicus	UP000256253	419650	3252
Rhizobium borbori	UP000584824	485907	4554
Leadbetterella byssophila DSM 17132	UP000007435	649349	3429
Micrococcus terreus	UP000198881	574650	2759
Candidatus Defluviicoccus seviourii	UP000326641	2565273	3221
Mesoplasma florum L1	UP000006647	265311	683
Rhizobium sp. RU20A	UP000325303	1907412	4181
Modestobacter muralis	UP000468828	1608614	4084
Chiayiivirga flava	UP000521199	659595	3326
Arcanobacterium sp. S3PF19	UP000054502	1219585	1003
Arcicella aurantiaca	UP000245489	591202	4947
Winogradskyella sp. PG-2	UP000031636	754409	3520
Mucilaginibacter lappiensis	UP000186307	354630	5808
Gemmatimonadaceae bacterium	UP000544508	2026741	3457
Sphaerotilus hippei	UP000247811	744406	3942
Actinotalea fermentans	UP000321484	43671	3422
Mycoplasmopsis bovirhinis	UP000222280	29553	645
Bifidobacterium pullorum subsp. gallinarum	UP000029046	78344	1652
Methylophaga thiooxydans DMS010	UP000004679	637616	2492
Amycolatopsis marina	UP000243799	490629	6643
Nesiotobacter exalbescens	UP000185783	197461	3634
Alpinimonas psychrophila	UP000524237	748908	2143
Halodesulfovibrio spirochaetisodalis	UP000091979	1560234	2803
Melittangium boletus DSM 14713	UP000217289	1294270	7973
Pontibacter sp. SGAir0037	UP000303242	2571030	4435
Marinifilum breve	UP000248079	2184082	4572
Heliomicrobium modesticaldum Ice1	UP000008550	498761	2924
Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	UP000033104	1505597	584
Pragia fontium	UP000068021	82985	3326
Alicyclobacillus hesperidum	UP000182589	89784	2843
Pelagibacterium lacus	UP000253759	2282655	3129
Helicobacter apodemus	UP000029920	135569	2029
Acinetobacter pittii PHEA-2	UP000007477	871585	3598
Polynucleobacter sp. VK13	UP000192708	1938817	2757
Prevotella bergensis DSM 17361	UP000003160	585502	2824
Chitinophaga cymbidii	UP000321436	1096750	5222
Sphingomonas oligophenolica	UP000318413	301154	2977
Clostridium paraputrificum	UP000092714	29363	3219
Sphingomonas gilva	UP000266693	2305907	3257
Sphingobium sp. RAC03	UP000094323	1843368	4109
Treponema phagedenis F0421	UP000004157	754027	3146
Bifidobacterium choloepi	UP000469292	2614131	1599
Altererythrobacter sp. TH136	UP000315722	2067415	2460
Salirhabdus euzebyi	UP000581688	394506	3860
Lysobacter lacus	UP000323164	1643323	2756
Rhodoferax saidenbachensis	UP000186110	1484693	3921
Spiroplasma platyhelix PALS-1	UP000584587	1276218	673
Barnesiella sp. WM24	UP000298121	2558278	3000
Rhodopirellula sp. SM50	UP000218762	595453	6414
[Clostridium] cocleatum	UP000198558	69824	2756
Desulfosporosinus meridiei DSM 13257	UP000005262	768704	4340
Herbaspirillum sp. K1R23-30	UP000265955	2320863	5690
Pedobacter nutrimenti	UP000248198	1241337	4924
Mycolicibacterium tokaiense	UP000254978	39695	6211
endosymbiont 'TC1' of Trimyema compressum	UP000196836	243899	1674
Brevibacterium mcbrellneri ATCC 49030	UP000005714	585530	2432
Rhodopila globiformis	UP000239724	1071	6183
Paenibacillus sp. GP183	UP000199177	1882751	5493
Cyanobium sp. PCC 7001	UP000003950	180281	2762
Methylobacterium sp. Leaf99	UP000052050	1736251	4109
Mycoplasma bovoculi M165/69	UP000019229	743966	579
Brevibacillus sp. WF146	UP000093585	319501	3884
Flavobacterium commune	UP000178198	1306519	3082
Comamonadaceae bacterium NML161473	UP000267035	2478744	2324
Erwinia mallotivora	UP000019918	69222	3959
Salana multivorans	UP000275356	120377	3332
Yersinia pestis	UP000000815	632	3908
Raineya orbicola	UP000233387	2016530	2684
Paenibacillus prosopidis	UP000252415	630520	6048
Aliicoccus persicus	UP000243605	930138	1983
Sphingomonas melonis TY	UP000078460	621456	3680
Lachnospiraceae bacterium A10	UP000198998	1520821	2244
Desulfovibrio sp. OH1186_COT-070	UP000267796	2491045	2373
Herbaspirillum sp. Sphag64	UP000574694	2587029	4183
Actinophytocola xanthii	UP000185596	1912961	7316
Anaerohalosphaera lusitana	UP000189674	1936003	3413
Levilinea saccharolytica	UP000050501	229921	3080
Erythrobacter neustonensis	UP000078263	1112	2792
Nitrosomonas cryotolerans ATCC 49181	UP000185062	1131553	2414
Butyricimonas sp. An62	UP000196559	1965649	3969
Streptomyces acidiscabies	UP000037151	42234	7941
Sediminibacillus albus	UP000198694	407036	3476
Firmicutes bacterium CAG:24	UP000017963	1263012	2518
Comamonas sp. NLF-7-7	UP000321199	2597701	3072
Nonomuraea montanisoli	UP000586042	2741721	8681
Ruaniaceae bacterium KH17	UP000214750	1945888	2522
Candidatus Cryosericum terrychapinii	UP000266328	2290919	1392
Roseibacterium elongatum DSM 19469	UP000019593	1294273	3433
Superficieibacter electus	UP000247005	2022662	5315
Chitinophaga barathri	UP000279089	1647451	5481
Candidatus Regiella insecticola	UP000504714	138073	1994
Phytomonospora endophytica	UP000548476	714109	7880
Sphingopyxis indica	UP000198339	436663	3865
Novosphingobium sp. ST904	UP000037878	1684385	4594
Leptolyngbya sp. BL0902	UP000596184	1115757	4377
Mogibacterium sp. CM50	UP000003142	936375	1791
Frigoriglobus tundricola	UP000503447	2774151	8599
Vibrio navarrensis	UP000029994	29495	3643
Paremcibacter congregatus	UP000229730	2043170	3533
Thermostaphylospora chromogena	UP000217103	35622	5075
Lachnospiraceae bacterium A2	UP000014150	397290	5159
Enteroscipio rubneri	UP000236197	2070686	2260
Tolumonas auensis DSM 9187	UP000009073	595494	3126
Firmicutes bacterium CAG:791	UP000018038	1262993	2175
Deinococcus sp. HMF7620	UP000483286	2682977	4347
Mucilaginibacter sp. S1162	UP000566071	2732510	1941
Corynebacterium falsenii	UP000285278	108486	2134
Vibrio vulnificus YJ016	UP000002675	196600	4990
Ruminococcaceae bacterium YRB3002	UP000199293	1520819	2644
Methylacidimicrobium cyclopophantes	UP000381693	1041766	2067
Mycobacterium angelicum	UP000192284	470074	5860
Paenibacillus pasadenensis	UP000234789	217090	4980
Flavobacterium enshiense DK69	UP000030149	1107311	2848
Marinobacter sp. B9-2	UP000240747	2137198	3190
Mycoplasmopsis canis UFG4	UP000006229	1131455	642
Clostridium aceticum	UP000035704	84022	3835
Candidatus Tokpelaia hoelldoblerii	UP000188912	1902579	1683
